,,,,,,,,,,,,,,,40 BB Call vs HJ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A,K,Q,J,T,9,8,7,6,5,4,3,2,,,K,Q,J,T,9,8,7,6,5,4,3,2,,,Q,J,T,9,8,7,6,5,4,3,2
A,,8,8,8,8,16,16,16,16,16,15,15,15,,K,8,10,10,8,3,10,10,10,10,10,10,10,,Q,3,10,1,1,1,3,1,2,10,10,2,,
K,,8,1,1,2,8,3,3,3,10,10,10,10,,Q,,8,1,1,2,2,2,2,2,2,2,2,,J,,8,1,1,2,2,2,2,2,1,1,,
Q,,,8,1,1,2,2,2,2,2,2,2,2,,J,,,8,1,1,2,2,2,2,2,2,2,,T,,,1,1,1,1,1,2,2,1,1,,
J,,,,8,1,2,2,2,2,2,2,2,2,,T,,,,8,1,2,1,2,2,2,2,2,,9,,,,8,1,1,1,2,2,2,2,,
T,,,,,8,2,2,1,1,2,1,1,1,,9,,,,,10,10,10,1,2,1,1,2,,8,,,,,10,10,1,1,2,1,2,,
9,,,,,,8,8,8,10,10,10,10,10,,8,,,,,,15,10,10,10,1,2,2,,7,,,,,,10,10,10,10,1,3,,
8,,,,,,,15,8,10,10,10,10,10,,7,,,,,,,10,10,10,10,2,2,,6,,,,,,,10,10,10,1,2,,
7,,,,,,,,16,10,10,10,10,10,,6,,,,,,,,10,10,10,10,10,,5,,,,,,,,10,10,10,1,,
6,,,,,,,,,10,10,10,10,10,,5,,,,,,,,,10,10,10,10,,4,,,,,,,,,10,10,10,,
5,,,,,,,,,,10,10,10,10,,4,,,,,,,,,,10,10,10,,3,,,,,,,,,,10,10,,
4,,,,,,,,,,,10,10,10,,3,,,,,,,,,,,10,10,,2,,,,,,,,,,,10,,
3,,,,,,,,,,,,10,10,,2,,,,,,,,,,,,10,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J,T,9,8,7,6,5,4,3,2,,,T,9,8,7,6,5,4,3,2,,,9,8,7,6,5,4,3,2,,,8,7,6,5,4,3,2
J,3,1,1,1,1,1,1,2,1,1,,T,1,1,1,1,1,2,2,3,3,,9,15,10,10,15,15,15,15,15,,8,16,15,15,15,15,15,15
T,,8,1,1,2,1,1,1,1,1,,9,,8,1,2,1,1,1,1,1,,8,,10,2,8,8,8,2,2,,7,,15,10,8,8,8,8
9,,,10,2,2,1,1,2,1,1,,8,,,10,1,1,1,1,1,1,,7,,,15,10,10,10,10,8,,6,,,15,10,8,10,8
8,,,,10,1,1,1,1,1,1,,7,,,,10,1,1,1,1,1,,6,,,,10,1,10,10,10,,5,,,,15,2,10,10
7,,,,,10,1,1,1,2,2,,6,,,,,10,1,1,1,1,,5,,,,,10,10,10,8,,4,,,,,15,10,10
6,,,,,,8,1,1,1,2,,5,,,,,,10,10,2,1,,4,,,,,,10,10,10,,3,,,,,,15,10
5,,,,,,,10,1,1,1,,4,,,,,,,10,10,10,,3,,,,,,,10,10,,2,,,,,,,10
4,,,,,,,,10,1,2,,3,,,,,,,,10,10,,2,,,,,,,,10,,,,,,,,,
3,,,,,,,,,10,1,,2,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,6,5,4,3,2,,,6,5,4,3,2,,,5,4,3,2,,,4,3,2,,,3,2,,,2
7,16,16,16,15,15,15,,6,16,16,16,15,15,,5,16,15,15,15,,4,15,15,15,,3,15,15,,2,15
6,,16,2,8,8,8,,5,,16,1,8,8,,4,,15,1,2,,3,,15,1,,2,,15,,,
5,,,16,8,8,8,,4,,,15,1,8,,3,,,15,2,,2,,,15,,,,,,,
4,,,,15,1,10,,3,,,,15,8,,2,,,,15,,,,,,,,,,,,
3,,,,,15,10,,2,,,,,15,,,,,,,,,,,,,,,,,,
2,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
