,flop,board_type,0b,1b,2b,profit
0,"[12, 5, 4]",monotone,1,1,1,1.718367728820939
1,"[12, 5, 4]",monotone,2,2,2,2.0266610217180254
2,"[12, 5, 4]",monotone,3,2,2,2.2257513950101124
3,"[12, 5, 4]",monotone,4,3,2,2.70160858513028
4,"[12, 5, 4]",monotone,8,6,4,3.389666741080309
5,"[12, 5, 4]",monotone,15,10,7,4.5689811214753115
6,"[12, 5, 4]",monotone,16,11,8,6.127991342274837
