,flop,board_type,0b,1b,2b,profit
0,"[14, 13, 5]",rainbow,1,1,1,8.827563889428193
1,"[14, 13, 5]",rainbow,2,2,2,8.83059343743351
2,"[14, 13, 5]",rainbow,10,7,5,8.831334821210106
3,"[14, 13, 5]",rainbow,16,11,8,8.832168661436171
