,flop,board_type,0b,1b,2b,profit
0,"[13, 4, 4]",two-tone,1,1,1,-6.703379832875266
1,"[13, 4, 4]",two-tone,8,6,4,-5.535394740521495
2,"[13, 4, 4]",two-tone,16,11,8,-4.73456356331924
