,flop,board_type,0b,1b,2b,profit
0,"[13, 13, 11]",two-tone,1,1,1,-2.999180051717757
1,"[13, 13, 11]",two-tone,2,2,2,-2.430710431336033
2,"[13, 13, 11]",two-tone,3,2,2,-2.2582785224291504
3,"[13, 13, 11]",two-tone,4,3,2,-1.8296933822874497
4,"[13, 13, 11]",two-tone,8,6,4,-0.7729399897339506
5,"[13, 13, 11]",two-tone,10,7,5,-0.487675437443609
6,"[13, 13, 11]",two-tone,15,10,7,2.972387935170619
7,"[13, 13, 11]",two-tone,16,11,8,3.1839987854193175
