,flop,board_type,0b,1b,2b,profit
0,"[13, 6, 4]",rainbow,1,1,1,-6.653055925637756
1,"[13, 6, 4]",rainbow,2,2,2,-6.644804261240433
2,"[13, 6, 4]",rainbow,8,6,4,-5.906465449744896
