,flop,board_type,0b,1b,2b,profit
0,"[13, 12, 3]",two-tone,1,1,1,3.2194376631730077
1,"[13, 12, 3]",two-tone,2,2,2,3.396714164501078
2,"[13, 12, 3]",two-tone,3,2,2,4.017098489303661
3,"[13, 12, 3]",two-tone,4,3,2,4.835160270136395
4,"[13, 12, 3]",two-tone,8,6,4,5.7989760512562825
5,"[13, 12, 3]",two-tone,10,7,5,5.930598369849246
6,"[13, 12, 3]",two-tone,15,10,7,7.678530922577172
7,"[13, 12, 3]",two-tone,16,11,8,8.092436210480976
