,flop,board_type,0b,1b,2b,profit
0,"[12, 9, 4]",monotone,1,1,1,1.2459582178403739
1,"[12, 9, 4]",monotone,2,2,2,2.194356201408449
2,"[12, 9, 4]",monotone,3,2,2,3.1735873446009384
3,"[12, 9, 4]",monotone,4,3,2,4.28548537511737
4,"[12, 9, 4]",monotone,8,6,4,4.286258067136149
5,"[12, 9, 4]",monotone,15,10,7,5.44587293051643
