,flop,board_type,0b,1b,2b,profit
0,"[12, 11, 11]",two-tone,1,1,1,0.7431439587997
1,"[12, 11, 11]",two-tone,8,6,4,0.9053590645301726
2,"[12, 11, 11]",two-tone,10,7,5,0.9076637297239218
3,"[12, 11, 11]",two-tone,15,10,7,1.1256616588270478
