,flop,board_type,0b,1b,2b,profit
0,"[9, 9, 7]",two-tone,1,1,1,1.9338359012756396
1,"[9, 9, 7]",two-tone,2,2,2,2.4525410975707826
2,"[9, 9, 7]",two-tone,3,2,2,2.645378565292104
3,"[9, 9, 7]",two-tone,4,3,2,2.9439122601536507
4,"[9, 9, 7]",two-tone,8,6,4,3.4913191337433886
5,"[9, 9, 7]",two-tone,10,7,5,4.171114820809899
6,"[9, 9, 7]",two-tone,15,10,7,5.7044157836560325
7,"[9, 9, 7]",two-tone,16,11,8,5.712351239994734
