,flop,board_type,0b,1b,2b,profit
0,"[13, 13, 11]",two-tone,1,1,1,0.7898676076288622
1,"[13, 13, 11]",two-tone,2,2,2,0.9582020284232682
2,"[13, 13, 11]",two-tone,3,2,2,1.0249106473477347
3,"[13, 13, 11]",two-tone,4,3,2,1.1402205128465737
4,"[13, 13, 11]",two-tone,8,6,4,1.5425785147485993
5,"[13, 13, 11]",two-tone,10,7,5,1.615077863231131
6,"[13, 13, 11]",two-tone,15,10,7,2.6032552496149712
7,"[13, 13, 11]",two-tone,16,11,8,2.6871154998339097
