,_flop,_board_type,_0b,_1b,_2b,_profit,flop,max_profit
304,"[12, 6, 2]",two-tone,16,11,8,1.9387241073556236,"[12, 6, 2]",1.9387241073556236
305,"[12, 5, 5]",two-tone,16,11,8,2.0911618375879257,"[12, 5, 5]",2.0911618375879257
306,"[12, 5, 4]",two-tone,16,11,8,1.878937260000284,"[12, 5, 4]",1.878937260000284
307,"[12, 5, 3]",two-tone,16,11,8,1.9104473945034588,"[12, 5, 3]",1.9104473945034588
308,"[12, 5, 2]",two-tone,16,11,8,1.9199791152553949,"[12, 5, 2]",1.9199791152553949
309,"[12, 4, 4]",two-tone,16,11,8,2.093363700459224,"[12, 4, 4]",2.093363700459224
310,"[12, 4, 3]",two-tone,16,11,8,1.9912199027662398,"[12, 4, 3]",1.9912199027662398
311,"[12, 4, 2]",two-tone,16,11,8,1.9864702638078244,"[12, 4, 2]",1.9864702638078244
312,"[12, 3, 3]",two-tone,16,11,8,2.0604950631612424,"[12, 3, 3]",2.0604950631612424
313,"[12, 3, 2]",two-tone,16,11,8,2.0481708403763976,"[12, 3, 2]",2.0481708403763976
314,"[12, 2, 2]",two-tone,16,11,8,2.0782714441061447,"[12, 2, 2]",2.0782714441061447
315,"[12, 12, 9]",two-tone,16,11,8,1.9339956168725312,"[12, 12, 9]",1.9339956168725312
316,"[12, 12, 8]",two-tone,16,11,8,2.110649432185844,"[12, 12, 8]",2.110649432185844
317,"[12, 12, 7]",two-tone,16,11,8,2.01270049430291,"[12, 12, 7]",2.01270049430291
318,"[12, 12, 6]",two-tone,16,11,8,1.969006784936381,"[12, 12, 6]",1.969006784936381
319,"[12, 12, 5]",two-tone,16,11,8,1.9117035976638872,"[12, 12, 5]",1.9117035976638872
320,"[12, 12, 4]",two-tone,16,11,8,1.9294721541667188,"[12, 12, 4]",1.9294721541667188
321,"[12, 12, 3]",two-tone,16,11,8,1.9380542749425709,"[12, 12, 3]",1.9380542749425709
322,"[12, 12, 2]",two-tone,16,11,8,1.9765251326825748,"[12, 12, 2]",1.9765251326825748
323,"[12, 12, 11]",two-tone,16,11,8,2.014195540572476,"[12, 12, 11]",2.014195540572476
324,"[12, 12, 10]",two-tone,16,11,8,1.992147939045502,"[12, 12, 10]",1.992147939045502
325,"[12, 11, 9]",two-tone,16,11,8,2.066419060630631,"[12, 11, 9]",2.066419060630631
326,"[12, 11, 8]",two-tone,16,11,8,2.1838102776403305,"[12, 11, 8]",2.1838102776403305
327,"[12, 11, 7]",two-tone,16,11,8,1.9030606735198892,"[12, 11, 7]",1.9030606735198892
328,"[12, 11, 6]",two-tone,16,11,8,1.8412755123895717,"[12, 11, 6]",1.8412755123895717
329,"[12, 11, 5]",two-tone,16,11,8,1.7835182624261459,"[12, 11, 5]",1.7835182624261459
330,"[12, 11, 4]",two-tone,16,11,8,1.805305006982344,"[12, 11, 4]",1.805305006982344
331,"[12, 11, 3]",two-tone,16,11,8,1.842813392816092,"[12, 11, 3]",1.842813392816092
332,"[12, 11, 2]",two-tone,16,11,8,1.8947217863145205,"[12, 11, 2]",1.8947217863145205
333,"[12, 11, 11]",two-tone,16,11,8,2.2516437522225217,"[12, 11, 11]",2.2516437522225217
334,"[12, 11, 10]",two-tone,16,11,8,2.404200337275021,"[12, 11, 10]",2.404200337275021
335,"[12, 10, 9]",two-tone,16,11,8,2.098892930950951,"[12, 10, 9]",2.098892930950951
336,"[12, 10, 8]",two-tone,16,11,8,2.18797687872729,"[12, 10, 8]",2.18797687872729
337,"[12, 10, 7]",two-tone,16,11,8,1.90458894974092,"[12, 10, 7]",1.90458894974092
338,"[12, 10, 6]",two-tone,16,11,8,1.8435863795799723,"[12, 10, 6]",1.8435863795799723
339,"[12, 10, 5]",two-tone,16,11,8,1.7951900525846012,"[12, 10, 5]",1.7951900525846012
340,"[12, 10, 4]",two-tone,16,11,8,1.8166023861895453,"[12, 10, 4]",1.8166023861895453
