,flop,board_type,0b,1b,2b,profit,flop,max_profit
232,"[13, 4, 4]",two-tone,16,11,8,-4.725027071458776,"[13, 4, 4]",-4.725027071458776
233,"[13, 4, 3]",two-tone,16,11,8,-3.3288821296687807,"[13, 4, 3]",-3.3288821296687807
234,"[13, 4, 2]",two-tone,16,11,8,-3.3696234319943628,"[13, 4, 2]",-3.3696234319943628
235,"[13, 3, 3]",two-tone,16,11,8,-4.728777752854125,"[13, 3, 3]",-4.728777752854125
236,"[13, 3, 2]",two-tone,16,11,8,-3.368719441684286,"[13, 3, 2]",-3.368719441684286
237,"[13, 2, 2]",two-tone,16,11,8,-4.734967637737845,"[13, 2, 2]",-4.734967637737845
238,"[13, 13, 9]",two-tone,16,11,8,1.7102590907352946,"[13, 13, 9]",1.7102590907352946
239,"[13, 13, 8]",two-tone,16,11,8,0.9064421341140658,"[13, 13, 8]",0.9064421341140658
240,"[13, 13, 7]",two-tone,16,11,8,-1.3212105354529178,"[13, 13, 7]",-1.3212105354529178
241,"[13, 13, 6]",two-tone,16,11,8,-2.9701676887899,"[13, 13, 6]",-2.9701676887899
242,"[13, 13, 5]",two-tone,16,11,8,-4.4597240367296935,"[13, 13, 5]",-4.4597240367296935
243,"[13, 13, 4]",two-tone,16,11,8,-4.454098544292718,"[13, 13, 4]",-4.454098544292718
244,"[13, 13, 3]",two-tone,16,11,8,-4.448386136834736,"[13, 13, 3]",-4.448386136834736
245,"[13, 13, 2]",two-tone,16,11,8,-4.4617568991246515,"[13, 13, 2]",-4.4617568991246515
246,"[13, 13, 12]",two-tone,15,10,7,5.000237974077399,"[13, 13, 12]",5.000237974077399
247,"[13, 13, 11]",two-tone,15,10,7,3.9023629423685686,"[13, 13, 11]",3.9023629423685686
248,"[13, 13, 10]",two-tone,16,11,8,1.9992338328573995,"[13, 13, 10]",1.9992338328573995
249,"[13, 12, 9]",two-tone,15,10,7,11.28367383797094,"[13, 12, 9]",11.28367383797094
250,"[13, 12, 8]",two-tone,16,11,8,6.838377747229883,"[13, 12, 8]",6.838377747229883
251,"[13, 12, 7]",two-tone,15,10,7,6.833868187229882,"[13, 12, 7]",6.833868187229882
252,"[13, 12, 6]",two-tone,15,10,7,6.834210067229883,"[13, 12, 6]",6.834210067229883
253,"[13, 12, 5]",two-tone,16,11,8,6.423674163173758,"[13, 12, 5]",6.423674163173758
254,"[13, 12, 4]",two-tone,15,10,7,6.421617198094393,"[13, 12, 4]",6.421617198094393
255,"[13, 12, 3]",two-tone,16,11,8,6.423033299681693,"[13, 12, 3]",6.423033299681693
256,"[13, 12, 2]",two-tone,15,10,7,6.422072004443599,"[13, 12, 2]",6.422072004443599
257,"[13, 12, 12]",two-tone,15,10,7,6.429912358486503,"[13, 12, 12]",6.429912358486503
258,"[13, 12, 11]",two-tone,15,10,7,10.24343642338564,"[13, 12, 11]",10.24343642338564
259,"[13, 12, 10]",two-tone,15,10,7,12.034443946286926,"[13, 12, 10]",12.034443946286926
260,"[13, 11, 9]",two-tone,15,10,7,11.032954552879081,"[13, 11, 9]",11.032954552879081
261,"[13, 11, 8]",two-tone,15,10,7,6.098894034285713,"[13, 11, 8]",6.098894034285713
262,"[13, 11, 7]",two-tone,15,10,7,7.0512683125,"[13, 11, 7]",7.0512683125
263,"[13, 11, 6]",two-tone,16,11,8,6.0817720332142855,"[13, 11, 6]",6.0817720332142855
264,"[13, 11, 5]",two-tone,16,11,8,5.6936358742372875,"[13, 11, 5]",5.6936358742372875
265,"[13, 11, 4]",two-tone,16,11,8,5.690685995932204,"[13, 11, 4]",5.690685995932204
