,flop,board_type,0b,1b,2b,profit,flop,max_profit
249,"[13, 12, 9]",two-tone,15,10,7,12.10272558478111,"[13, 12, 9]",12.10272558478111
250,"[13, 12, 8]",two-tone,16,11,8,7.404520208837209,"[13, 12, 8]",7.404520208837209
251,"[13, 12, 7]",two-tone,16,11,8,7.402383043178293,"[13, 12, 7]",7.402383043178293
252,"[13, 12, 6]",two-tone,15,10,7,7.394551483255812,"[13, 12, 6]",7.394551483255812
253,"[13, 12, 5]",two-tone,15,10,7,6.9792925901808776,"[13, 12, 5]",6.9792925901808776
254,"[13, 12, 4]",two-tone,16,11,8,6.977210690956071,"[13, 12, 4]",6.977210690956071
255,"[13, 12, 3]",two-tone,16,11,8,6.979483701144332,"[13, 12, 3]",6.979483701144332
256,"[13, 12, 2]",two-tone,15,10,7,6.9778718292358795,"[13, 12, 2]",6.9778718292358795
257,"[13, 12, 12]",two-tone,16,11,8,6.889907733333333,"[13, 12, 12]",6.889907733333333
258,"[13, 12, 11]",two-tone,15,10,7,10.931521591600067,"[13, 12, 11]",10.931521591600067
259,"[13, 12, 10]",two-tone,16,11,8,12.640061960084177,"[13, 12, 10]",12.640061960084177
260,"[13, 11, 9]",two-tone,15,10,7,11.955523567540693,"[13, 11, 9]",11.955523567540693
261,"[13, 11, 8]",two-tone,15,10,7,6.688856669155843,"[13, 11, 8]",6.688856669155843
262,"[13, 11, 7]",two-tone,16,11,8,7.686198956047077,"[13, 11, 7]",7.686198956047077
263,"[13, 11, 6]",two-tone,16,11,8,6.667909911728896,"[13, 11, 6]",6.667909911728896
264,"[13, 11, 5]",two-tone,16,11,8,6.247488133782742,"[13, 11, 5]",6.247488133782742
265,"[13, 11, 4]",two-tone,16,11,8,6.25089590527735,"[13, 11, 4]",6.25089590527735
266,"[13, 11, 3]",two-tone,16,11,8,6.248118537827428,"[13, 11, 3]",6.248118537827428
