,flop,board_type,0b,1b,2b,profit
0,"[10, 7, 5]",two-tone,1,1,1,1.4318054624036975
1,"[10, 7, 5]",two-tone,2,2,2,1.439676479691833
2,"[10, 7, 5]",two-tone,8,6,4,2.614516323574731
3,"[10, 7, 5]",two-tone,10,7,5,3.1170521681355927
4,"[10, 7, 5]",two-tone,15,10,7,5.553584746070878
