,flop,board_type,0b,1b,2b,profit
0,"[14, 12, 2]",two-tone,1,1,1,1.4095950414662084
1,"[14, 12, 2]",two-tone,2,2,2,1.5684956767528786
2,"[14, 12, 2]",two-tone,3,2,2,1.7268007683456925
3,"[14, 12, 2]",two-tone,4,3,2,1.9430861324742266
4,"[14, 12, 2]",two-tone,8,6,4,2.0236357231838187
5,"[14, 12, 2]",two-tone,10,7,5,2.047070272198107
6,"[14, 12, 2]",two-tone,15,10,7,2.1593612688199593
7,"[14, 12, 2]",two-tone,16,11,8,2.3250856757420473
