,flop,board_type,0b,1b,2b,profit
0,"[14, 9, 5]",two-tone,1,1,1,0.7418003085199008
1,"[14, 9, 5]",two-tone,2,2,2,0.7438636518034825
2,"[14, 9, 5]",two-tone,8,6,4,2.208987331509121
3,"[14, 9, 5]",two-tone,10,7,5,2.362590590029021
4,"[14, 9, 5]",two-tone,15,10,7,5.964067090381425
5,"[14, 9, 5]",two-tone,16,11,8,6.564240428731343
