,flop,board_type,0b,1b,2b,profit
0,"[10, 4, 4]",two-tone,1,1,1,-0.28451651767151664
1,"[10, 4, 4]",two-tone,2,2,2,-0.27927154002078936
2,"[10, 4, 4]",two-tone,8,6,4,0.4277204942827454
3,"[10, 4, 4]",two-tone,10,7,5,0.6651835608108111
4,"[10, 4, 4]",two-tone,15,10,7,1.1387399459459473
5,"[10, 4, 4]",two-tone,16,11,8,1.1417144630977145
