,flop,board_type,0b,1b,2b,profit
0,"[6, 5, 3]",two-tone,1,1,1,-12.133793758156964
1,"[6, 5, 3]",two-tone,2,2,2,-12.126467383156962
2,"[6, 5, 3]",two-tone,8,6,4,-12.119964174823632
